Date,Price,Dividend,Earnings,CPI,Date_Fraction,GS10,Real_Price,Real_Dividend,RTR_Price,Real_Earnings,Real_TR_Earnings,CAPE,TR_CAPE,Excess_CAPE_Yield,Month_total_bond_Returns,Real_month_bond_Returns,10Y_stock_returns,10Y_bond_returns,Real_10Y_excess_Returns
1878-05-01,3.34,0.1858,0.3042,8.563094215,1878.3749999999934,4.3,123.1332078716362,6.849745515733534,200.95557101407474,11.214707136093333,18.30260021032381,,,,1.0043898882400162,2.2770830012558188,0.10590338286570167,0.04961739972388535,0.05628598314181632
1878-06-01,3.41,0.185,0.305,8.372844628,1878.4583333333267,4.29,128.57034112397486,6.975223785318284,210.7777092620411,11.4996932676869,18.852551708188425,,,,1.0043819287502689,2.3390466481712737,0.09892094350792924,0.04851612002550332,0.05040482348242592
1878-07-01,3.48,0.1842,0.3058,8.467928926,1878.54166666666,4.279999999999999,129.73629438797678,6.867076271915323,213.62732324545956,11.400390466621639,18.7721940943855,,,,1.0043739695020064,2.3229165130070015,0.09938361771645687,0.048472788674609246,0.05091082904184763
1878-08-01,3.45,0.1833,0.3067,8.563094215,1878.6249999999932,4.27,127.1884931608218,6.757579940979315,210.3593121712674,11.306872710847548,18.7006379834573,,,,1.0043660104954082,2.307148408524934,0.10382760299540617,0.0496581283649129,0.054169474630493264
1878-09-01,3.52,0.1825,0.3075,8.563094215,1878.7083333333264,4.26,129.76912925393995,6.7280869570579656,215.55478069047322,11.3363656947689,18.830424733613782,,,,1.0043580517306545,2.317221442691018,0.104235621329543,0.04967045110529145,0.05456517022425156
1878-10-01,3.48,0.1817,0.3083,8.467928926,1878.7916666666597,4.25,129.73629438797678,6.7738749110044205,216.4378929920354,11.493591827532544,19.17465586478291,,,,1.004350093207925,2.3534751790138597,0.10227761924603618,0.047284254876306386,0.05499336436972979
1878-11-01,3.47,0.1808,0.3092,8.372844628,1878.874999999993,4.239999999999999,130.83257586515916,6.816867353435382,219.2145193939138,11.658049699569801,19.533466684898602,,,,1.004342134927399,2.390555982488441,0.09772281052939236,0.04490438843299871,0.05281842209639365
1878-12-01,3.45,0.18,0.31,8.18251405,1878.9583333333262,4.2299999999999995,133.10420774651774,6.9445673606878815,223.9903727062689,11.960088232295798,20.126671170708217,,,,1.0043341768892575,2.4567834282733547,0.09365794506517222,0.042514842079854676,0.051143102985317546
1879-01-01,3.58,0.1817,0.3158,8.277679339,1879.0416666666595,4.22,136.53181933193028,6.929561891790987,230.73019163661223,12.043784509783126,20.35323869241401,,,,1.0048663382006082,2.439064452549838,0.09676324324512287,0.04739993705323253,0.04936330619189033
1879-02-01,3.71,0.1833,0.3217,8.372844628,1879.1249999999927,4.203333333333333,139.8815148298964,6.911127134318062,237.3642473164228,12.129348603983198,20.582231364337794,,,,1.004853493821275,2.4230765874387807,0.09660940875928503,0.049668133462527964,0.04694127529675707
1879-03-01,3.65,0.185,0.3275,8.277679339,1879.208333333326,4.186666666666666,139.20143591104625,7.055415244806454,237.2079163676347,12.489991852292507,21.283724002849418,,,,1.0048406505677119,2.4628293569541437,0.09611097124769352,0.049555504087045454,0.04655546716064807
1879-04-01,3.77,0.1867,0.3333,8.18251405,1879.2916666666592,4.17,145.45010527662953,7.203059590224598,248.87890998480938,12.859023896207061,22.003008142688852,,,,1.004827808441316,2.503533209685912,0.09104578035076272,0.048158813833927505,0.04288696651683521
1879-05-01,3.94,0.1883,0.3392,8.18251405,1879.3749999999925,4.153333333333332,152.0088633395014,7.2647890778751565,261.1374616010594,13.086651381918498,22.481681973370392,,,,1.0048149674434854,2.515619788448749,0.09178914064542387,0.05056711008668979,0.04122203055873408
1879-06-01,3.96,0.19,0.345,8.087381157,1879.4583333333258,4.136666666666667,154.5776581728137,7.416604811321869,266.61217311923133,13.466992946873917,23.227575688417875,,,,1.00480212757562,2.5574664536825686,0.09173318523057672,0.049157552491394085,0.042575632739182634
