Date,Actual,Predicted,RMSE
1960-01-01,5.1609699366200505,2.4191773977429465,2.741792538877104
1960-02-01,5.18574610393267,2.963479358189586,2.2222667457430845
1960-03-01,5.45390317248741,3.1451184356599007,2.308784736827509
1960-04-01,4.94884347322754,3.0518292093429644,1.8970142638845755
1960-05-01,3.74777730182829,3.183256813598826,0.5645204882294639
1960-06-01,3.29648614534536,2.810865895392504,0.48562024995285613
1960-07-01,3.5268890757965203,3.108771984132505,0.4181170916640151
1960-08-01,3.70556454559889,2.9357184459556676,0.7698460996432224
1960-09-01,4.57793660541414,3.309909114608322,1.2680274908058182
1960-10-01,5.02964133508956,3.410271326751145,1.6193700083384153
1960-11-01,4.63327085172033,3.0941497515916967,1.5391211001286336
1960-12-01,5.02673350774369,2.8466607619418958,2.180072745801794
1961-01-01,4.89482021718561,2.352602753340462,2.542217463845148
1961-02-01,4.8460260605128,1.9492990961164525,2.896726964396348
1961-03-01,4.7623029721759895,1.5369390215389807,3.225363950637009
1961-04-01,4.81268619524073,1.3134772643721302,3.4992089308685994
1961-05-01,4.51258875796443,1.208906639086246,3.303682118878184
1961-06-01,4.38050706320893,1.340979102998114,3.0395279602108163
1961-07-01,4.37901171458126,1.4325724454416182,2.946439269139642
1961-08-01,3.7674533436010202,1.046915527476358,2.7205378161246623
1961-09-01,4.11377900502478,1.15654741538044,2.9572315896443397
1961-10-01,3.753836997554,1.054677121366205,2.699159876187795
1961-11-01,2.8104043479765,0.6621163709385423,2.148287977037958
1961-12-01,3.3538175321390797,0.5966549301125958,2.757162602026484
1962-01-01,4.17105826024299,0.935535667175345,3.2355225930676452
1962-02-01,4.17319828251385,0.830705405698148,3.342492876815702
1962-03-01,4.38205075226736,0.8344205590261948,3.547630193241165
1962-04-01,4.83498633188741,1.1733529605972386,3.661633371290171
1962-05-01,5.51185985515312,1.9452896907331008,3.5665701644200194
1962-06-01,6.827486498493821,3.1871491898891295,3.6403373086046913
1962-07-01,6.47182822451888,3.0064721714497056,3.4653560530691747
1962-08-01,6.52470935552145,2.7569109232658073,3.767798432255643
1962-09-01,6.46807842201797,2.881865441895333,3.586212980122637
1962-10-01,6.7708602152785495,3.2207632501865158,3.5500969650920338
1962-11-01,6.5501446156986205,2.5895432287779445,3.960601386920676
1962-12-01,6.28718597966837,2.184071235854687,4.103114743813682
1963-01-01,5.93553936842161,1.8399172975333817,4.095622070888228
1963-02-01,5.33693062376707,1.7395878050313058,3.597342818735764
1963-03-01,5.14264223292693,1.8192624983040888,3.323379734622841
1963-04-01,4.3887278797796805,1.4117507457382183,2.976977134041462
1963-05-01,3.81264124453937,1.2467168168612153,2.5659244276781545
1963-06-01,3.5450858712644298,1.299082259843856,2.2460036114205737
1963-07-01,3.80775797658754,1.4795702725136435,2.3281877040738963
1963-08-01,3.14304775292979,1.269633646805195,1.8734141061245952
1963-09-01,3.0299155865835403,1.0862517932025773,1.943663793380963
1963-10-01,3.34915360195571,1.0958045394386344,2.2533490625170756
1963-11-01,2.58233365244942,1.1786391332158193,1.4036945192336008
1963-12-01,1.58805221746098,1.063186617890305,0.5248655995706748
1964-01-01,1.33926730124198,0.8460128537222866,0.4932544475196934
1964-02-01,0.8083923909201599,0.7773070320236757,0.031085358896484228
1964-03-01,0.9253954388512999,0.6727836204921234,0.25261181835917657
1964-04-01,0.21808639941738,0.5885373951779949,0.37045099576061485
1964-05-01,-0.30149969916433,0.7878736789137175,1.0893733780780475
1964-06-01,-0.27048679423669,0.914200486481394,1.184687280718084
1964-07-01,-1.89450392500539,0.6509498519345458,2.5454537769399357
1964-08-01,-2.29906801013305,0.7269917753299211,3.026059785462971
1964-09-01,-3.5963149282603304,0.6765595562519131,4.2728744845122435
1964-10-01,-3.6528642143336696,0.5906976359147613,4.243561850248431
1964-11-01,-3.43272727812612,0.5764816635182219,4.009208941644342
1964-12-01,-3.96805567614091,0.6689920696582181,4.637047745799128
1965-01-01,-3.4755937557960803,0.5246565981255298,4.00025035392161
1965-02-01,-2.64890220948198,0.4975600088322185,3.1464622183141984
1965-03-01,-2.21380649323538,0.5281116633398124,2.7419181565751924
1965-04-01,-2.22651252965739,0.47248826906974806,2.699000798727138
1965-05-01,-1.81372001150913,0.38897258726936723,2.2026925987784973
1965-06-01,-1.08932144798304,0.7631105383066146,1.8524319862896546
1965-07-01,-1.16709277278281,0.8020609000089474,1.9691536727917573
1965-08-01,-2.1050276867498,0.7327581964893124,2.8377858832391123
1965-09-01,-2.58761315240095,0.5299641147698484,3.117577267170798
1965-10-01,-2.37788032011569,0.3833880708541324,2.7612683909698226
1965-11-01,-2.3561836699148597,0.3227326942005222,2.678916364115382
1965-12-01,-2.45608214208239,0.4116940813376324,2.8677762234200226
1966-01-01,-1.77341607901369,0.2708453554420611,2.044261434455751
1966-02-01,-1.3016897705553299,0.3865983686631065,1.6882881392184363
1966-03-01,-0.81990886933697,0.7753998239137383,1.5953086932507083
1966-04-01,-1.00947336423591,0.5747143869071403,1.5841877511430502
1966-05-01,-0.60843084754333,1.1838064098270396,1.7922372573703695
1966-06-01,-0.48535843755380004,1.3491852924458714,1.8345437299996714
1966-07-01,-0.24684475548130003,1.5120442166699464,1.7588889721512464
1966-08-01,0.30032157325892,2.4821881702794073,2.181866597020487
1966-09-01,0.83725961215932,3.034120426890434,2.1968608147311137
1966-10-01,0.58597346247946,3.2990089437311587,2.7130354812516986
1966-11-01,0.012934079183079998,2.723801704754158,2.710867625571078
1966-12-01,0.27983091447607,2.695472644118314,2.415641729642244
