Date,Naive_Predicted,Actual,RMSE
1960-01-01,7.153377314932264,5.1609699366200505,1.9924073783122136
1960-02-01,7.186413339187417,5.18574610393267,2.0006672352547463
1960-03-01,7.216458104423818,5.45390317248741,1.7625549319364087
1960-04-01,7.245435568981079,4.94884347322754,2.296592095753539
1960-05-01,7.273326748558353,3.74777730182829,3.525549446730063
1960-06-01,7.299340436314307,3.29648614534536,4.002854290968948
1960-07-01,7.32592856901912,3.5268890757965203,3.7990394932225997
1960-08-01,7.354788271943636,3.70556454559889,3.649223726344746
1960-09-01,7.3817395209133565,4.57793660541414,2.803802915499216
1960-10-01,7.405893151301312,5.02964133508956,2.3762518162117514
1960-11-01,7.427382019969614,4.63327085172033,2.794111168249284
1960-12-01,7.450120923051492,5.02673350774369,2.4233874153078023
1961-01-01,7.474165035499322,4.89482021718561,2.5793448183137118
1961-02-01,7.49770266939034,4.8460260605128,2.6516766088775396
1961-03-01,7.521567107571648,4.7623029721759895,2.759264135395658
1961-04-01,7.547198176308345,4.81268619524073,2.734511981067615
1961-05-01,7.573036021150601,4.51258875796443,3.0604472631861714
1961-06-01,7.599097389954109,4.38050706320893,3.218590326745179
1961-07-01,7.625003023885381,4.37901171458126,3.245991309304121
1961-08-01,7.649533848791645,3.7674533436010202,3.8820805051906246
1961-09-01,7.673606195342669,4.11377900502478,3.559827190317889
1961-10-01,7.696267699916787,3.753836997554,3.9424307023627874
1961-11-01,7.719437999269301,2.8104043479765,4.909033651292801
1961-12-01,7.745458270990761,3.3538175321390797,4.391640738851681
1962-01-01,7.770523899401113,4.17105826024299,3.5994656391581232
1962-02-01,7.792595814901849,4.17319828251385,3.6193975323879988
1962-03-01,7.815342149670956,4.38205075226736,3.433291397403596
1962-04-01,7.837780461321747,4.83498633188741,3.0027941294343377
1962-05-01,7.8588697829052485,5.51185985515312,2.3470099277521284
1962-06-01,7.876827782344374,6.827486498493821,1.049341283850553
1962-07-01,7.889106829344923,6.47182822451888,1.417278604826043
1962-08-01,7.901228226474144,6.52470935552145,1.3765188709526939
1962-09-01,7.914042273598039,6.46807842201797,1.4459638515800686
1962-10-01,7.926842397271181,6.7708602152785495,1.1559821819926315
1962-11-01,7.939096193569204,6.5501446156986205,1.3889515778705839
1962-12-01,7.952493866995204,6.28718597966837,1.6653078873268345
1963-01-01,7.965846813389855,5.93553936842161,2.030307444968245
1963-02-01,7.9800955581138675,5.33693062376707,2.643164934346798
1963-03-01,7.994972114989351,5.14264223292693,2.8523298820624214
1963-04-01,8.009386885776802,4.3887278797796805,3.6206590059971218
1963-05-01,8.027126770847435,3.81264124453937,4.214485526308065
1963-06-01,8.045342375683251,3.5450858712644298,4.500256504418822
1963-07-01,8.064683031437811,3.80775797658754,4.256925054850271
1963-08-01,8.082652848014384,3.14304775292979,4.939605095084593
1963-09-01,8.101396828723722,3.0299155865835403,5.071481242140182
1963-10-01,8.12256570490486,3.34915360195571,4.77341210294915
1963-11-01,8.142551406421903,2.58233365244942,5.560217753972483
1963-12-01,8.161211247957171,1.58805221746098,6.573159030496191
1964-01-01,8.17983299286447,1.33926730124198,6.840565691622491
1964-02-01,8.198444140191752,0.8083923909201599,7.390051749271592
1964-03-01,8.216524301366942,0.9253954388512999,7.291128862515642
1964-04-01,8.234316027949117,0.21808639941738,8.016229628531736
1964-05-01,8.250928834165585,-0.30149969916433,8.552428533329914
1964-06-01,8.266483374296882,-0.27048679423669,8.536970168533573
1964-07-01,8.281287459854305,-1.89450392500539,10.175791384859695
1964-08-01,8.295725081395034,-2.29906801013305,10.594793091528084
1964-09-01,8.308947528676438,-3.5963149282603304,11.905262456936768
1964-10-01,8.321593264245518,-3.6528642143336696,11.974457478579188
1964-11-01,8.33391447365974,-3.43272727812612,11.766641751785862
1964-12-01,8.344939565273668,-3.96805567614091,12.312995241414578
1965-01-01,8.353641375969135,-3.4755937557960803,11.829235131765214
1965-02-01,8.362503585721978,-2.64890220948198,11.011405795203958
1965-03-01,8.370425028574742,-2.21380649323538,10.584231521810121
1965-04-01,8.37844914310172,-2.22651252965739,10.60496167275911
1965-05-01,8.385597006182394,-1.81372001150913,10.199317017691524
1965-06-01,8.39329390496787,-1.08932144798304,9.482615352950909
1965-07-01,8.397285286702164,-1.16709277278281,9.564378059484975
1965-08-01,8.399030012127646,-2.1050276867498,10.504057698877446
1965-09-01,8.40153298157196,-2.58761315240095,10.989146133972909
1965-10-01,8.403765002488141,-2.37788032011569,10.781645322603831
1965-11-01,8.408223186799653,-2.3561836699148597,10.764406856714512
1965-12-01,8.410815651326718,-2.45608214208239,10.866897793409109
1966-01-01,8.412717569831964,-1.77341607901369,10.186133648845654
1966-02-01,8.415994238719545,-1.3016897705553299,9.717684009274874
1966-03-01,8.41861717169752,-0.81990886933697,9.23852604103449
1966-04-01,8.41771215535031,-1.00947336423591,9.42718551958622
1966-05-01,8.417292322368686,-0.60843084754333,9.025723169912016
1966-06-01,8.416289330184611,-0.48535843755380004,8.90164776773841
1966-07-01,8.415331464172963,-0.24684475548130003,8.662176219654263
1966-08-01,8.412798188815183,0.30032157325892,8.112476615556263
1966-09-01,8.408258662166832,0.83725961215932,7.5709990500075115
1966-10-01,8.403812936148043,0.58597346247946,7.817839473668583
1966-11-01,8.399438198628669,0.012934079183079998,8.38650411944559
1966-12-01,8.396869246867372,0.27983091447607,8.117038332391301
1967-01-01,8.394100044890955,-0.23003099633072,8.624131041221675
1967-02-01,8.393135536231664,-0.9335880523184299,9.326723588550095
1967-03-01,8.394632012931181,-1.23251214475457,9.627144157685752
1967-04-01,8.39643907857189,-1.59759493259649,9.99403401116838
1967-05-01,8.39806038244677,-1.81037099513581,10.208431377582581
1967-06-01,8.399074641899272,-1.6593517526992798,10.058426394598552
1967-07-01,8.3992203271485,-1.74668251695804,10.14590284410654
1967-08-01,8.39939076050642,-2.13502055625495,10.534411316761371
1967-09-01,8.401617362200987,-2.41328787929648,10.814905241497467
1967-10-01,8.405377298328585,-2.64164141012711,11.047018708455695
1967-11-01,8.41088419817333,-2.2791959816528,10.69008017982613
1967-12-01,8.416044478799007,-2.58815124930902,11.004195728108026
1968-01-01,8.421911762820688,-2.92678669783916,11.348698460659849
1968-02-01,8.427087592465163,-2.6320637692261397,11.059151361691303
1968-03-01,8.430647261901122,-2.50148949914358,10.932136761044703
1968-04-01,8.433138159066873,-2.80887777353898,11.242015932605852
1968-05-01,8.43754721515984,-2.59576464920555,11.033311864365391
1968-06-01,8.441561893360984,-2.86096205249908,11.302523945860063
1968-07-01,8.445445004090107,-2.88994651085006,11.335391514940167
1968-08-01,8.448370022660376,-2.02599536456709,10.474365387227465
1968-09-01,8.449375282543889,-2.36989169817403,10.819266980717918
1968-10-01,8.450450879542693,-2.93677123627972,11.387222115822413
1968-11-01,8.450901165620213,-3.6643228172882596,12.115223982908471
1968-12-01,8.45093678786165,-3.6194372497889398,12.07037403765059
1969-01-01,8.450547311386481,-2.88721016447751,11.337757475863992
1969-02-01,8.447847099191973,-3.0255130155565397,11.473360114748512
1969-03-01,8.445197137672347,-2.6294536014482497,11.074650739120596
1969-04-01,8.441012811425859,-2.67142145027811,11.112434261703969
1969-05-01,8.436884682221422,-3.2877791186195098,11.724663800840931
1969-06-01,8.433174589397323,-2.61559920870978,11.048773798107103
1969-07-01,8.428185237695937,-2.1122186476369698,10.540403885332907
1969-08-01,8.420854288112654,-1.64423305545108,10.065087343563734
1969-09-01,8.413423090597288,-1.6346310010965301,10.048054091693817
1969-10-01,8.407246008349517,-2.12596026719444,10.533206275543957
1969-11-01,8.40136255997603,-2.2925778303101296,10.69394039028616
1969-12-01,8.395452276770062,-1.41370359892347,9.809155875693532
1970-01-01,8.387121760777703,-1.1477621398428501,9.534883900620553
1970-02-01,8.3789127230572,-0.48549116449231,8.864403887549509
1970-03-01,8.370808239252316,-1.6882974241758602,10.059105663428177
1970-04-01,8.363423669463037,-1.56181912689615,9.925242796359187
1970-05-01,8.354800992199817,0.03291134671612,8.321889645483697
1970-06-01,8.343196398521298,0.6684580177345101,7.674738380786788
1970-07-01,8.330516222005782,1.15743139559907,7.173084826406712
1970-08-01,8.318477056225808,1.10893055109326,7.209546505132548
1970-09-01,8.30694477494924,0.73995040543766,7.566994369511581
1970-10-01,8.297645502706011,0.77786185512358,7.519783647582432
1970-11-01,8.289516139104975,1.18102797955617,7.108488159548806
1970-12-01,8.280443570153649,0.31555751529843,7.964886054855219
1971-01-01,8.272389832375406,-0.16709123430016,8.439481066675567
1971-02-01,8.264050154313209,-0.9586367071483001,9.222686861461508
1971-03-01,8.25563137575705,-0.87534280564596,9.13097418140301
1971-04-01,8.247048259286334,-1.14716032578183,9.394208585068164
1971-05-01,8.238630705207791,-1.2261023454120101,9.464733050619802
1971-06-01,8.229520578197416,-0.9966835847881401,9.226204162985557
1971-07-01,8.220132740355982,-1.23612564954272,9.456258389898702
1971-08-01,8.210786947105921,-1.05667923166085,9.267466178766771
1971-09-01,8.200002156806152,-2.24577441579947,10.445776572605622
1971-10-01,8.190108154017334,-1.89054545665326,10.080653610670595
1971-11-01,8.179392523204623,-1.18648291712324,9.365875440327862
1971-12-01,8.166455202300456,-1.73583700374462,9.902292206045077
1972-01-01,8.154886361747186,-2.6714873596010698,10.826373721348256
