Date,Price,Dividend,Earnings,Date_Fraction,GS10,Real_Price,Real_Dividend,RTR_Price,Real_Earnings,Real_TR_Earnings,CAPE,TR_CAPE,Excess_CAPE_Yield,Month_total_bond_Returns,Real_month_bond_Returns,10Y_stock_returns,10Y_bond_returns,Real_10Y_excess_Returns,ReturnVol,BondVol,SVAR,TBL,DFY,DFR,CPI,Real_10Y_Yield
1972-11-01,115.1,3.12667,6.32667,1972.8749999999075,6.28,856.9765070754719,23.27960673655661,138463.51419919528,47.105191642216994,7610.885850379,18.338894714968056,21.441895093127492,0.02555914371473563,0.9993604560034339,12.038498048598125,-0.019646452748045773,-0.020798928150206786,0.0011524754021610129,0.561477513429537,0.002247151558835018,80.608101,0.019,0.8700000000000001,1.71,3.667481662591676,0.0299380959381571
1972-12-01,117.5,3.15,6.42,1972.9583333332407,6.36,872.7872352941179,23.398125882352947,141333.1275419692,47.687608941176485,7722.201521867594,18.645719442073684,21.79681634910063,0.024105412407063515,0.9979915410945415,12.002491137327134,-0.019936100049576355,-0.019187130722097656,-0.000748969327478699,0.5060639258718865,0.00239841678739699,66.045805,0.02,0.8499999999999996,1.5699999999999994,3.406326034063256,0.0305390470846554
1973-01-01,118.4,3.15667,6.54667,1973.041666666574,6.46,877.4079248826293,23.392629005399066,142397.04009510003,48.514359287089206,7873.534041211051,18.712530467302432,21.870338532710896,0.02315698089417309,0.9923329228962222,11.950266353342112,-0.017092971405117674,-0.01762353671492667,0.0005305653098089946,0.5013796609920058,0.0027257812898400895,64.226795,0.021,0.75,1.4400000000000004,3.649635036496357,0.0322659389154318
1973-02-01,114.2,3.16333,6.67333,1973.1249999999072,6.64,840.3655897435901,23.278053248717956,136700.15546089478,49.10715324871796,7988.137026636188,17.88988959919376,20.90588267898693,0.024540442446005277,1.0004739008511474,11.775715168193363,-0.011089656938960801,-0.016980219507644834,0.005890562568684032,0.5074011140284329,0.003168638114619946,64.958983,0.022,0.75,1.33,3.874092009685226,0.0335282288623103
1973-03-01,112.4,3.17,6.8,1973.2083333332405,6.71,819.4790669745962,23.11164272517322,133615.8900986106,49.577025404157055,8083.523600271814,17.41214205829034,20.345254441323718,0.025995009873511887,1.0084879014746988,11.672461549314491,-0.005063175654204222,-0.013986529408438031,0.00892335375423381,0.5425882928371519,0.003396657099798793,73.92076,0.021,0.7399999999999993,1.3199999999999994,4.589371980676327,0.0342226401645898
1973-04-01,110.3,3.18667,6.94333,1973.2916666665737,6.67,798.6352454128443,23.0733180190367,130530.8176676045,50.273690467201845,8216.849884279314,16.935740066050826,19.787325522958458,0.02872587050572295,0.9926287132790048,11.690539443832611,0.0006599084043763526,-0.013320197333000272,0.013980105737376625,0.5784785880281623,0.0033757568813864622,83.99522900000001,0.026,0.8300000000000001,1.42,5.060240963855422,0.0314495265051805
1973-05-01,107.2,3.20333,7.08667,1973.374999999907,6.85,770.8852118451027,23.03544520205012,126309.03436105746,50.96090582300685,8349.910863204059,16.314338759668573,19.06114572900686,0.02988582385959896,1.0021246957992085,11.525064225038022,0.007699738559350244,-0.011538385700090914,0.01923812425944116,0.6103759936831601,0.003959399975110308,93.579174,0.023,0.7700000000000005,1.2100000000000009,5.528846153846145,0.0321979612144289
1973-06-01,104.8,3.22,7.23,1973.4583333332403,6.9,748.5114751131222,22.998157918552042,122957.13174910338,51.638721040724,8482.634184599407,15.808323047681975,18.470601678103712,0.031714766309810516,0.9894314626570545,11.471160859673637,0.0118665240778284,-0.013351240060321401,0.0252177641381498,0.6823770533760158,0.003963237358981225,117.29110700000001,0.024,0.7600000000000007,1.2300000000000004,5.995203836930463,0.0319515105883
1973-07-01,105.8,3.23667,7.38333,1973.5416666665735,7.13,753.9479954853276,23.065036470203168,124165.92173974971,52.61480957945826,8665.009215111024,15.889518573988784,18.565516582822454,0.028987491947744803,0.9870105876260307,11.324306863996544,0.01118589864832975,-0.014708496170451557,0.025894394818781308,0.7293152061187607,0.003810412116598916,133.78381100000001,0.03,0.79,1.1100000000000003,5.727923627684972,0.0345364579846335
1973-08-01,103.8,3.25333,7.53667,1973.6249999999068,7.4,726.5746829268294,22.772516504878055,119970.40463690253,52.75485178780489,8710.76444619272,15.278501094706122,17.852222658614032,0.030662641868366564,1.0281999418118777,10.978945392737891,0.011895906260810163,-0.013727563292538103,0.025623469553348266,0.7626229453863965,0.004500024592918849,146.008769,0.03,0.8499999999999996,1.129999999999999,7.380952380952377,0.0393305626033166
